snapshot_version,cutoff_date,association_id,disease_code,corpus_status,pmid,publication_year,publication_form,population_description,sample_size_total,overall_treatment_signal,extraction_confidence,design_codes,objective_codes,context_codes,methods,models,countries
ndro-mvp-v0.1.2-20260823,2026-08-23,HD-R-030,HD,core,27595037,2016,original_research,,,beneficial,high,mechanistic; preclinical_intervention,diagnosis; disease_mechanism; genetics; model_development; treatment,animal; human; in_vitro,,PC12 cell model; Transgenic Huntington disease model,USA — United States
ndro-mvp-v0.1.2-20260823,2026-08-23,HD-R-032,HD,core,28869595,2017,original_research,,,not_applicable,high,mechanistic,disease_mechanism,human,,,CHN — China; USA — United States
ndro-mvp-v0.1.2-20260823,2026-08-23,HD-R-036,HD,core,29222609,2017,original_research,Human study population,,not_applicable,high,mechanistic; methodological,disease_mechanism; method_development,human,,,AUS — Australia; USA — United States
ndro-mvp-v0.1.2-20260823,2026-08-23,HD-R-038,HD,core,27678206,2016,original_research,Human study population,,not_applicable,high,mechanistic; methodological,genetics,human,Mini-Mental State Examination; Unified Huntington's Disease Rating Scale,,
ndro-mvp-v0.1.2-20260823,2026-08-23,HD-R-046,HD,core,32613239,2021,original_research,HD patients; HD patients with more cognitive impairment; HD patients with less cognitive impairment; Healthy controls,,not_applicable,medium,case_control; cross_sectional; diagnostic_accuracy,biomarker; diagnosis; method_development; progression,human,Motor and functional assessments; Receiver operating characteristic analysis; Six-test HD cognitive battery,,CZE — Czech Republic; DEU — Germany
ndro-mvp-v0.1.2-20260823,2026-08-23,HD-R-048,HD,core,30517595,2019,original_research,Human study population,,not_applicable,high,cohort; methodological,cognition; functional_assessment,human,Neuropsychological assessment,,USA — United States
ndro-mvp-v0.1.2-20260823,2026-08-23,HD-R-050,HD,core,29688337,2018,original_research,mice,2,mixed,high,mechanistic; preclinical_intervention,disease_mechanism; model_development; progression; treatment,animal,,Transgenic Huntington disease model,ITA — Italy; USA — United States
ndro-mvp-v0.1.2-20260823,2026-08-23,HD-R-051,HD,core,32043503,2020,original_research,mice,2,beneficial,high,mechanistic; preclinical_intervention,disease_mechanism; genetics; model_development; treatment,animal,,Transgenic Huntington disease model,CHN — China
ndro-mvp-v0.1.2-20260823,2026-08-23,HD-R-055,HD,separate,32436573,2020,original_research,,,beneficial,high,mechanistic; preclinical_intervention,disease_mechanism; treatment,animal; in_vitro,Cellular polyQ assays; In vitro polyQ aggregation assay,Caenorhabditis elegans polyQ model; Drosophila polyQ model; Mouse polyQ models,JPN — Japan
ndro-mvp-v0.1.2-20260823,2026-08-23,HD-R-056,HD,core,31968243,2020,original_research,Human study population,,not_applicable,high,mechanistic,disease_mechanism; genetics; progression,human,,,USA — United States
ndro-mvp-v0.1.2-20260823,2026-08-23,HD-R-059,HD,core,33940564,2021,original_research,participants; control,,not_applicable,high,clinical_trial; cohort; methodological,biomarker; diagnosis; progression,human,Unified Huntington's Disease Rating Scale,,USA — United States
ndro-mvp-v0.1.2-20260823,2026-08-23,HD-R-060,HD,core,34093422,2021,original_research,Human study population,,not_applicable,high,clinical_trial; cohort; mechanistic,biomarker; diagnosis; disease_mechanism; progression,human,Machine-learning analysis,,GBR — United Kingdom; USA — United States
ndro-mvp-v0.1.2-20260823,2026-08-23,HD-R-062,HD,core,41424860,2026,original_research,Human study population,,beneficial,high,mechanistic; methodological; preclinical_intervention,disease_mechanism; genetics; treatment,animal; human,Cellular electrophysiology; Immunohistochemistry,,KOR — South Korea
ndro-mvp-v0.1.2-20260823,2026-08-23,HD-R-063,HD,core,40090469,2025,original_research,mice; mice,,not_applicable,high,mechanistic,disease_mechanism; genetics; model_development,animal,Cellular electrophysiology,,FRA — France
ndro-mvp-v0.1.2-20260823,2026-08-23,HD-R-066,HD,core,36092363,2022,original_research,Human study population,,inconclusive,high,diagnostic_accuracy; mechanistic,diagnosis; disease_mechanism; genetics; treatment,human,RNA sequencing / transcriptomics,,USA — United States
ndro-mvp-v0.1.2-20260823,2026-08-23,HD-R-070,HD,separate,39651151,2024,original_research,Human study population,,not_applicable,high,epidemiological; mechanistic,diagnosis; disease_mechanism; epidemiology; method_development; model_development; neuroimaging,animal,Magnetic resonance imaging,,
ndro-mvp-v0.1.2-20260823,2026-08-23,HD-R-076,HD,core,35671556,2022,original_research,Human study population,,not_applicable,high,clinical_trial; cohort; cross_sectional; feasibility; mechanistic,biomarker; disease_mechanism; genetics; method_development; neuroimaging; progression,human,Magnetic resonance imaging; Unified Huntington's Disease Rating Scale,,GBR — United Kingdom; USA — United States
ndro-mvp-v0.1.2-20260823,2026-08-23,HD-R-077,HD,core,41928095,2026,original_research,Post-mortem brain samples from HD patients,,beneficial,high,mechanistic; preclinical_intervention,disease_mechanism; genetics; treatment,animal; human; in_silico,Histopathological and motor behavioral analyses; RNA sequencing; RT-PCR; Western blot,HD mouse models; RBFOX1-overexpressing transgenic mouse,ESP — Spain
ndro-mvp-v0.1.2-20260823,2026-08-23,HD-R-078,HD,core,35238684,2022,original_research,,,beneficial,high,mechanistic; methodological; preclinical_intervention,disease_mechanism; method_development; model_development; treatment,animal,,,CHN — China; USA — United States
ndro-mvp-v0.1.2-20260823,2026-08-23,HD-R-079,HD,core,40348200,2025,original_research,mice,1,not_applicable,high,mechanistic,disease_mechanism; genetics; model_development; progression,animal; human,,,USA — United States
ndro-mvp-v0.1.2-20260823,2026-08-23,HD-R-080,HD,core,37315450,2023,original_research,participants,1,not_applicable,high,cohort; cross_sectional; mechanistic; methodological,biomarker; diagnosis; disease_mechanism; genetics; neuroimaging; progression,human,Unified Huntington's Disease Rating Scale,,USA — United States
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-002,PD,core,21454118,2011,original_research,Human study population,,not_applicable,high,cohort; diagnostic_accuracy; mechanistic; methodological,biomarker; diagnosis; disease_mechanism; progression,human,,,USA — United States
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-003,PD,core,20188092,2010,original_research,,,mixed,high,mechanistic; methodological,treatment,human,,Paraquat/maneb Parkinson model,USA — United States
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-006,PD,core,20213822,2010,original_research,patients,695,not_applicable,high,cohort; mechanistic; methodological,diagnosis; progression,human,Hoehn and Yahr staging; Statistical regression analysis; Unified Parkinson's Disease Rating Scale,,SGP — Singapore
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-011,PD,separate,22539619,2012,original_research,,,not_applicable,high,mechanistic,disease_mechanism; progression,in_vitro,,PC12 cell model,KOR — South Korea
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-016,PD,core,23368940,2013,original_research,mice,6,beneficial,high,mechanistic; methodological; preclinical_intervention,biomarker; disease_mechanism; model_development; treatment,animal; in_vitro,Cell culture / in-vitro assay,6-OHDA-induced Parkinson model; MPTP-induced Parkinson model,IND — India
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-017,PD,separate,20123040,2010,original_research,,,beneficial,high,mechanistic; preclinical_intervention,disease_mechanism; treatment,animal; in_vitro,,Cultured rat brain microglial cells; LPS-stimulated microglia model; Mouse brain inflammation model,KOR — South Korea
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-018,PD,core,19681683,2010,original_research,Human study population,,beneficial,high,mechanistic; methodological,diagnosis; neuroimaging; treatment,human,Magnetic resonance imaging; Unified Parkinson's Disease Rating Scale,,USA — United States
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-019,PD,core,20488273,2009,original_research,Parkinson disease patients,224,not_applicable,high,cross_sectional; diagnostic_accuracy,diagnosis; method_development,human,Hamilton Depression Rating Scale; Montgomery-Asberg Depression Rating Scale; ROC analysis; Structured Clinical Interview for DSM-IV depressive disorder,,NLD — Netherlands
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-020,PD,core,23675438,2013,original_research,,,beneficial,high,mechanistic; preclinical_intervention,disease_mechanism; genetics; treatment,animal,,,CHN — China
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-021,PD,core,26671120,2015,original_research,Non-demented parkinsonism with normal cardiac MIBG uptake; Probable Parkinson disease; Other parkinsonism groups; Probable PD with serial MIBG,,not_applicable,medium,cohort; diagnostic_accuracy,biomarker; diagnosis; progression,human,Cardiac 123I-MIBG scintigraphy; Longitudinal follow-up; Unified Parkinson's Disease Rating Scale motor response,,JPN — Japan
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-023,PD,core,27356592,2016,original_research,subjects,16,not_applicable,high,cross_sectional; mechanistic; methodological,biomarker; diagnosis; disease_mechanism,human,,,ITA — Italy
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-027,PD,core,25537852,2014,original_research,,,not_applicable,high,mechanistic,biomarker; disease_mechanism; progression,animal; ex_vivo; in_vitro,Biochemical neurotoxicity assays; Primary neuronal cell culture assay,,POL — Poland
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-029,PD,core,24700259,2014,original_research,Human study population,,not_applicable,high,cross_sectional; mechanistic; methodological,diagnosis,human,,,USA — United States
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-030,PD,core,26797368,2016,original_research,patients,16,not_applicable,high,cohort; mechanistic; methodological,diagnosis,human,Magnetic resonance spectroscopy; Unified Parkinson's Disease Rating Scale,,CHN — China
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-031,PD,core,27812756,2016,original_research,patients; Study cohort,,not_applicable,high,cohort; cross_sectional; feasibility,disease_mechanism; progression,human,,,CAN — Canada; ITA — Italy; USA — United States
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-038,PD,core,24753662,2014,original_research,Human study population,,not_applicable,high,case_control; cross_sectional; mechanistic; methodological,diagnosis; disease_mechanism; progression,human,,,IND — India
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-039,PD,core,24357102,2013,original_research,Human study population,,not_applicable,high,cohort; diagnostic_accuracy; epidemiological; mechanistic; methodological,diagnosis; epidemiology; progression,human,Statistical regression analysis,,USA — United States
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-044,PD,core,34512944,2021,original_research,Human study population,,not_applicable,high,mechanistic; methodological,disease_mechanism; neuroimaging,human,Magnetic resonance imaging,,CHN — China
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-047,PD,core,31995497,2020,original_research,Human study population,,not_applicable,medium,mechanistic,diagnosis; method_development,human,,,
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-048,PD,core,30069080,2018,original_research,patients,310,not_applicable,high,cohort; epidemiological; mechanistic; methodological,biomarker; disease_mechanism; epidemiology; progression,human,Hoehn and Yahr staging,,CAN — Canada
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-050,PD,core,29307561,2017,original_research,Human study population,,not_applicable,high,case_control; diagnostic_accuracy; mechanistic; methodological,diagnosis; disease_mechanism,human,,,NLD — Netherlands; ZAF — South Africa
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-054,PD,core,33004605,2020,original_research,patients,887,not_applicable,medium,clinical_trial; cohort; cross_sectional; epidemiological; mechanistic,diagnosis; epidemiology,human,,,
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-055,PD,core,35082741,2022,original_research,Parkinson disease with ON-state freezing of gait,24,mixed,high,cross_sectional; feasibility; preclinical_intervention,method_development; treatment,human,Freezing-of-gait episode measurement; HoloLens mixed-reality headset; Repeated within-participant walking comparisons,,NLD — Netherlands
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-056,PD,core,31946640,2019,original_research,patients,920,not_applicable,high,mechanistic; methodological,diagnosis; disease_mechanism; neuroimaging,human,Machine-learning analysis; Positron emission tomography,,
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-062,PD,core,38815233,2024,original_research,participants,103,not_applicable,high,cohort; cross_sectional; mechanistic; methodological,biomarker; disease_mechanism; neuroimaging; progression,human,Magnetic resonance imaging; Neuropsychological assessment; Positron emission tomography; Statistical regression analysis,,
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-063,PD,core,37983933,2023,original_research,patients,384,beneficial,high,cohort; epidemiological; mechanistic; methodological,diagnosis; epidemiology; treatment,human,,,CAN — Canada; CHN — China
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-064,PD,core,40280955,2025,original_research,Human study population,,not_applicable,high,case_control; mechanistic,disease_mechanism; neuroimaging; progression,human,Magnetic resonance imaging,,CHN — China
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-067,PD,core,41177132,2025,original_research,patients,28,not_applicable,high,cohort; mechanistic; methodological,biomarker; diagnosis; disease_mechanism,human,Unified Parkinson's Disease Rating Scale,,ITA — Italy
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-068,PD,core,37839283,2023,original_research,Human study population,,not_applicable,high,cohort; epidemiological; mechanistic; methodological,biomarker; epidemiology; progression,human,,,CAN — Canada; USA — United States
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-069,PD,core,39229982,2025,original_research,,,beneficial,high,mechanistic; methodological; preclinical_intervention,treatment,animal; human; in_silico,Bioinformatic / in-silico analysis,Rotenone-induced Parkinson model,IND — India
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-071,PD,core,35628808,2022,original_research,Human study population,,beneficial,high,clinical_trial; mechanistic; methodological,treatment,human,,,FRA — France; USA — United States
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-073,PD,core,41051687,2025,original_research,participants,920,not_applicable,high,diagnostic_accuracy; mechanistic; methodological,biomarker; diagnosis; method_development; progression,human,Machine-learning analysis; Statistical regression analysis,,CHN — China
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-074,PD,core,36637746,2023,original_research,,,not_applicable,high,mechanistic,disease_mechanism; genetics; progression,animal; human,,,CHN — China
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-075,PD,core,40456474,2025,original_research,,,beneficial,high,mechanistic; preclinical_intervention,disease_mechanism; treatment,animal; in_silico; in_vitro,Immunofluorescence and Western blot; Molecular docking; Proteomic analysis; Transmission electron microscopy,Rotenone-induced PC12 cell model; Rotenone-induced rat PD model,CHN — China
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-077,PD,core,36939184,2023,original_research,Human study population,,not_applicable,high,mechanistic; methodological,biomarker; diagnosis,human,,,DEU — Germany; DNK — Denmark; USA — United States
ndro-mvp-v0.1.2-20260823,2026-08-23,PD-R-080,PD,core,36718788,2023,original_research,Human study population,,beneficial,high,cohort; mechanistic; methodological,biomarker; treatment,human,,,DEU — Germany; USA — United States
