snapshot_version,cutoff_date,association_id,disease_code,pmid,corpus_status,intervention_id,intervention_name,intervention_type,therapeutic_intent,dose,route,duration,intervention_comparator,intervention_confidence,outcome_id,outcome_name,outcome_domain,effect_direction,reported_significance,outcome_comparator,result_summary,outcome_confidence
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-007,ALS,22117694,core,,,,,,,,,,ALS-R-007-O03,biomarker result 3,biomarker,increase,not_reported,,D-serine treatment also increases cord levels of the alanine-serine-cysteine transporter 1 (Asc-1).,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-007,ALS,22117694,core,,,,,,,,,,ALS-R-007-O04,disease_progression result 4,disease_progression,harmful,not_reported,,"Although the mechanism by which SOD1 mutations increases D-serine is not known, these results strongly suggest that SR and D-serine are fundamentally involved in both the pre-symptomatic and progression phases of disease, and offer a direct link between mutant SOD1 and a glial-derived toxic mediator.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-009,ALS,20188146,core,ALS-R-009-I01,VAPBP56S transgenic expression,genetic_manipulation,f,,,,VAPBwt transgenic mice,high,ALS-R-009-O01,Motor phenotype,clinical_motor,no_effect,not_reported,VAPBwt,No overt motor phenotype was observed.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-009,ALS,20188146,core,ALS-R-009-I01,VAPBP56S transgenic expression,genetic_manipulation,f,,,,VAPBwt transgenic mice,high,ALS-R-009-O02,Survival,survival,no_effect,not_reported,VAPBwt,No survival alteration was observed.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-009,ALS,20188146,core,ALS-R-009-I01,VAPBP56S transgenic expression,genetic_manipulation,f,,,,VAPBwt transgenic mice,high,ALS-R-009-O03,Cytoplasmic TDP-43 accumulation,histopathology,increase,not_reported,VAPBwt,VAPBP56S mice developed late TDP-43 accumulations in motor neurons.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-010,ALS,21111718,core,,,,,,,,,,ALS-R-010-O01,molecular_cellular result 1,molecular_cellular,increase,not_reported,,"Exposure of NSC34 and PNC to cobalt chloride or chronic sustained hypoxic conditions showed a dramatic increase of cellular Hif-1α (hypoxia inducing factor-1α), HO-1 (heme oxygenases-1), and UCP4 (uncoupling protein 4) expression by Western blot analysis, accompanied with increasing cellular apoptosis by histone protein release assay.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-010,ALS,21111718,core,,,,,,,,,,ALS-R-010-O02,disease_progression result 2,disease_progression,increase,significant,,"In an ALS mouse model, the caspase 3 activation, Aif (apoptosis inducing factor), cytochrome c redistribution in MN of spinal cord significantly increased at 70days of disease progression, and Hif-1α expression significantly increased at whole disease stages by an immunohistochemical positive cell counting and Western blot analysis, respectively.",high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-010,ALS,21111718,core,,,,,,,,,,ALS-R-010-O03,survival result 3,survival,harmful,not_reported,,"The data on this in vitro and in vivo study suggested that oxidative toxicity promoted multiple molecular pathways associated with MN death in ALS and at least were partially associated with the changes of Hif-1α, HO-1, UCP4 expressive increment, caspase 3 activation and Aif, cytochrome c redistribution.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-011,ALS,22792076,separate,ALS-R-011-I01,Chronic tdp-1 upregulation,genetic_manipulation,f,,,,,high,ALS-R-011-O01,Lifespan after tdp-1 upregulation,survival,harmful,not_reported,,Chronic tdp-1 upregulation decreased lifespan.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-011,ALS,22792076,separate,ALS-R-011-I02,Endogenous tdp-1 deletion,genetic_manipulation,f,,,,mutant TDP-43 or FUS without deletion,high,ALS-R-011-O02,TDP-43/FUS proteotoxicity after tdp-1 deletion,molecular_cellular,beneficial,not_reported,,Deleting endogenous tdp-1 rescued proteotoxicity.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-013,ALS,21554033,core,,,,,,,,,,ALS-R-013-O01,clinical_motor result 1,clinical_motor,positive_association,significant,,Significant differences in motor unit action potential parameters were also noted between ALS and CSM or NC.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-013,ALS,21554033,core,,,,,,,,,,ALS-R-013-O02,other result 2,other,no_effect,not_reported,,"Furthermore, no differences in neurogenic EMG measurements were observed in ALS between the trapezius and sternocleidomastoid muscles (p = 0.22).",high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-013,ALS,21554033,core,,,,,,,,,,ALS-R-013-O03,clinical_motor result 3,clinical_motor,positive_association,not_reported,,"In conclusion, upper trapezius EMG recordings may provide valuable information for assessing the clinical and subclinical involvement of bulbar lower motor neurons in ALS patients, particularly at early disease stages.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-014,ALS,20407306,core,,,,,,,,,,ALS-R-014-O01,imaging result 1,imaging,mixed,not_reported,,Cuffless tubes were replaced by cuffed ones when hypoventilation developed despite increasing uTIPPV volumes.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-014,ALS,20407306,core,,,,,,,,,,ALS-R-014-O02,survival result 2,survival,not_reported,not_reported,,"RESULTS: The survival of 22 patients was prolonged by continuous noninvasive ventilatory support dependence for 7.8 +/- 8.1 mos (range, 1-36 mos; median, 5 mos) after 13.9 +/- 11.2 mos (range, 2-36 mos) of part-time noninvasive ventilatory support.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-014,ALS,20407306,core,,,,,,,,,,ALS-R-014-O03,other result 3,other,decrease,significant,,Pretracheotomy FVC was significantly lower in the ten patients who eventually required cuffed tubes (0.70 +/- 0.44 vs.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-014,ALS,20407306,core,,,,,,,,,,ALS-R-014-O04,other result 4,other,decrease,significant,,"The bulbar-innervated muscle was significantly lower when the uTIPPV users required cuffed TIPPV than when beginning uTIPPV (Norris scale bulbar-innervated muscle subscore, 3.20 +/- 1.30 vs.",high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-015,ALS,20206953,core,,,,,,,,,,ALS-R-015-O01,molecular_cellular result 1,molecular_cellular,increase,not_reported,,"INTRODUCTION: An apparent increased risk for developing Amyotrophic Lateral Sclerosis (ALS), a multifactorial neurodegenerative disease, is considered to exist in the military population.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-015,ALS,20206953,core,,,,,,,,,,ALS-R-015-O02,other result 2,other,not_reported,not_reported,,"RESULTS: We report a series of 73 patients, 69 male and four female, average age of 52.5 years (range 27 to 72 years) with a peak of patients in the 50-59 year age class.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-015,ALS,20206953,core,,,,,,,,,,ALS-R-015-O03,other result 3,other,not_reported,not_reported,,CONCLUSION: The retrospective nature of the data and the incomplete population with loss of retired military personnel without CNMSS affiliation are limitations of our study.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-017,ALS,20554027,core,,,,,,,,,,ALS-R-017-O01,biomarker result 1,biomarker,not_reported,significant,,"Although significant effects of interferon-gamma (IFN-gamma) on glial cells are well documented, information on the expression level and localization of glial IFN-gamma receptors (IFN-gamma-R) in the human central nervous system (CNS) is sparse.",high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-017,ALS,20554027,core,,,,,,,,,,ALS-R-017-O02,molecular_cellular result 2,molecular_cellular,not_reported,not_reported,,We observed a similar pattern of glial IFN-gamma-R expression in non-neurological cases.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-017,ALS,20554027,core,,,,,,,,,,ALS-R-017-O03,molecular_cellular result 3,molecular_cellular,not_reported,not_reported,,"In contrast to in vivo results, almost all IFN-gamma-R(+) cells were IBA1(+) in microglial cultures, GFAP(+) in astrocytic cultures and MBP(+) in oligodendrocytic cultures.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-017,ALS,20554027,core,,,,,,,,,,ALS-R-017-O04,molecular_cellular result 4,molecular_cellular,no_effect,not_significant,,"Moreover, no significant difference in IFN-gamma-R mRNA expression was found for these glial cell types by RT-PCR.",high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-019,ALS,20225928,core,,,,,,,,,,ALS-R-019-O01,histopathology result 1,histopathology,positive_association,not_reported,,We correlated ubiquitinated to TDP-43 aggregates on adjacent histological sections for the lumbar regions.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-019,ALS,20225928,core,,,,,,,,,,ALS-R-019-O02,clinical_motor result 2,clinical_motor,not_reported,not_reported,,"We found that TDP-43 cytoplasmic aggregates are seen in about 8% of motor neurons but there is marked variability between nervous systems, ranging from 0.4% to 20.6%.",high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-020,ALS,22350501,core,,,,,,,,,,ALS-R-020-O01,other result 1,other,positive_association,not_reported,,"Three types of EEG features were found to be good predictors of P300 BCI performance: (1) the root-mean-square amplitude and (2) the negative peak amplitude of the event-related potential to target stimuli (target ERP) at Fz, Cz, P3, Pz, and P4; and (3) EEG theta frequency (4.5-8 Hz) power at Fz, Cz, P3, Pz, P4, PO7, PO8 and Oz.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-020,ALS,22350501,core,,,,,,,,,,ALS-R-020-O02,other result 2,other,positive_association,not_reported,,"A statistical prediction model that used a subset of these features accounted for >60% of the variance in copy-spelling performance (p < 0.001, mean R(2) = 0.6175).",high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-020,ALS,22350501,core,,,,,,,,,,ALS-R-020-O03,other result 3,other,not_reported,not_reported,,The results enhance understanding of performance differences among P300 BCI users.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-020,ALS,22350501,core,,,,,,,,,,ALS-R-020-O04,other result 4,other,not_reported,not_reported,,The predictors found in this study might help in: (1) identifying suitable candidates for long-term P300 BCI operation; (2) assessing performance online.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-021,ALS,29035885,core,,,,,,,,,,ALS-R-021-O01,molecular_cellular result 1,molecular_cellular,not_reported,not_reported,,RESULTS: Fibroblasts from healthy controls and sporadic ALS cases showed a prominent nuclear FUS expression.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-021,ALS,29035885,core,,,,,,,,,,ALS-R-021-O02,other result 2,other,decrease,not_reported,,"Cytoplasmic FUS was recruited into stress granules, which showed a time-dependent decrease in all subjects.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-021,ALS,29035885,core,,,,,,,,,,ALS-R-021-O03,molecular_cellular result 3,molecular_cellular,increase,not_reported,,"CONCLUSIONS: We show that in fibroblasts of FUS P525L mutation carriers, FUS mislocalized to the cytoplasm where it redistributed into stress granules with likely a dose effect, i.e. a higher number of cells with granules, which persist longer, than in controls and ALS cases.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-022,ALS,28566164,core,,,,,,,,,,ALS-R-022-O01,clinical_motor result 1,clinical_motor,positive_association,not_reported,,Cervical spinal cord and motor unit pathology in a canine model of SOD1-associated amyotrophic lateral sclerosis.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-022,ALS,28566164,core,,,,,,,,,,ALS-R-022-O02,molecular_cellular result 2,molecular_cellular,positive_association,not_reported,,"Degenerative myelopathy (DM), a naturally occurring disease in dogs, is quite similar to forms of ALS associated with SOD1 mutations and is likely to be a good model for these forms of the human disease.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-022,ALS,28566164,core,,,,,,,,,,ALS-R-022-O03,other result 3,other,positive_association,not_reported,,"Cervical spinal cord and the associated spinal nerve roots, ulnar nerve, and the extensor carpi radialis (ECR) muscle were obtained from Pembroke Welsh Corgi dogs (PWCs) with early and late stage DM and from age-matched unaffected PWCs.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-022,ALS,28566164,core,,,,,,,,,,ALS-R-022-O04,other result 4,other,increase,not_reported,,In early stage disease there was a substantial change in the ratio of the two main muscle fiber types and an increase in mean muscle fiber area in the ECR.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-024,ALS,27666978,core,ALS-R-024-I01,bone marrow mononuclear cell transplantation,cell_therapy,t,,,,,high,ALS-R-024-O01,other result 1,other,not_reported,significant,,The effects were more significant for the EGFPBMMC-transplanted mice.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-024,ALS,27666978,core,ALS-R-024-I01,bone marrow mononuclear cell transplantation,cell_therapy,t,,,,,high,ALS-R-024-O02,survival result 2,survival,beneficial,not_reported,,"In late symptomatic mice, EGFPBMMCs promoted a discrete increase in survival, without other clinical improvements.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-024,ALS,27666978,core,ALS-R-024-I01,bone marrow mononuclear cell transplantation,cell_therapy,t,,,,,high,ALS-R-024-O03,behavior result 3,behavior,not_reported,not_reported,,"Despite positive behavioral effects observed in our study, the limited results we observed for late transplanted mice call for caution before clinical application of BMMCs in ALS.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-026,ALS,26516189,separate,,,,,,,,,,ALS-R-026-O01,molecular_cellular result 1,molecular_cellular,positive_association,not_reported,,"Folliculin, a tumor suppressor associated with Birt-Hogg-Dubé (BHD) syndrome, is a novel modifier of TDP-43 cytoplasmic translocation and aggregation.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-026,ALS,26516189,separate,,,,,,,,,,ALS-R-026-O02,molecular_cellular result 2,molecular_cellular,positive_association,not_reported,,"It has been shown that a loss of nuclear TDP-43 in combination with enhanced cytoplasmic mislocalization of TDP-43, which is associated with accumulation of TDP-43 aggregates in the cytosol, is an early and key event in TDP-43-mediated neurodegeneration.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-030,ALS,25620680,core,,,,,,,,,,ALS-R-030-O01,Runs of homozygosity in ALS cases,biomarker,increase,not_reported,,ROHs were longer and more frequent in ALS cases than controls.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-030,ALS,25620680,core,,,,,,,,,,ALS-R-030-O02,Candidate recessive ALS risk loci,molecular_cellular,positive_association,not_reported,,"Several potential recessive loci were identified, including ARHGEF1.",high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-031,ALS,25551548,core,,,,,,,,,,ALS-R-031-O01,molecular_cellular result 1,molecular_cellular,positive_association,not_reported,,"We have previously shown that misfolded mutant Cu/Zn superoxide dismutase (SOD1), mutation of which is associated with a subset of ALS cases, can induce endogenous wild-type SOD1 misfolding in the intracellular environment in a templating fashion similar to that of misfolded prion protein.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-033,ALS,27065942,core,,,,,,,,,,ALS-R-033-O01,other result 1,other,beneficial,not_reported,,Antecedent Disease and Amyotrophic Lateral Sclerosis: What Is Protecting Whom?,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-033,ALS,27065942,core,,,,,,,,,,ALS-R-033-O02,molecular_cellular result 2,molecular_cellular,beneficial,not_reported,,"Multiple studies have shown that antecedent diseases are less prevalent in amyotrophic lateral sclerosis (ALS) patients than the general age-matched population, which suggests possible neuroprotection.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-033,ALS,27065942,core,,,,,,,,,,ALS-R-033-O03,other result 3,other,beneficial,not_reported,,"Antecedent disease could be protective against ALS or, conversely, the asymptomatic early physiological underpinnings of ALS could be protective against other antecedent disease.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-033,ALS,27065942,core,,,,,,,,,,ALS-R-033-O04,other result 4,other,positive_association,not_reported,,"When controlled for confounders, antecedent hypertension (high blood pressure), hyperlipidemia (high cholesterol), arthritis, COPD, thyroid disease, and non-ALS neurological disease are found to be statistically associated with a delayed ALS onset age, whereas antecedent obesity [body mass index (BMI) > 30] was correlated to earlier ALS onset age.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-035,ALS,26003296,core,,,,,,,,,,ALS-R-035-O01,molecular_cellular result 1,molecular_cellular,positive_association,not_reported,,"Particularly, a variation c.1238C>T (p.Pro413Leu) in the chromogranin B gene, CHGB, has been associated with an earlier age at onset in both familial and sporadic ALS in French/French-Canadian populations studied.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-035,ALS,26003296,core,,,,,,,,,,ALS-R-035-O02,other result 2,other,no_effect,not_reported,,Our study on a cohort of Italian patients with SALS and controls failed to confirm an increased frequency of the 413L variant in SALS patients.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-035,ALS,26003296,core,,,,,,,,,,ALS-R-035-O03,other result 3,other,not_reported,not_reported,,Our findings do not support the 413L variant as a risk factor for sporadic ALS in the Italian population.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-039,ALS,25252949,core,,,,,,,,,,ALS-R-039-O01,other result 1,other,no_effect,not_reported,,There were no differences in peak fura-2 ratio at any stimulation frequency at 70 days (early presymptomatic).,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-039,ALS,25252949,core,,,,,,,,,,ALS-R-039-O02,other result 2,other,increase,not_reported,,"However, at 90 days (late presymptomatic) and 120-140 days (symptomatic), fura-2 ratio was increased at 10 Hz in ALS Tg compared with wild-type (WT) fibers (0.670 ± 0.02 vs.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-039,ALS,25252949,core,,,,,,,,,,ALS-R-039-O03,other result 3,other,increase,significant,,There was also a significant increase in resting fura-2 ratio at 90 days (0.351 ± 0.008 vs.,high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-039,ALS,25252949,core,,,,,,,,,,ALS-R-039-O04,molecular_cellular result 4,molecular_cellular,positive_association,not_reported,,"These increases in intracellular Ca(2+) in ALS Tg muscle were associated with reductions in the sarcoplasmic/endoplasmic reticulum Ca(2+) ATPase proteins SERCA1 (to 54% and 19% of WT) and SERCA2 (to 56% and 11% of WT) and parvalbumin (to 80 and 62% of WT) in gastrocnemius muscle at 90 and 120-140 days, respectively.",high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-040,ALS,24946089,core,,,,,,,,,,ALS-R-040-O01,disease_progression result 1,disease_progression,mixed,not_reported,,"SIRT1 decreases in the spinal cord, but increases in muscle during the progression of the disease, and a similar expression pattern is observed in the corresponding cell models (neuroblastoma and myoblasts).",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-040,ALS,24946089,core,,,,,,,,,,ALS-R-040-O02,molecular_cellular result 2,molecular_cellular,no_effect,not_reported,,SIRT2 mRNA expression increases in the spinal cord in both G93A-SOD1 and G86R-SOD1 mice but protein expression is substantially unchanged in all the models examined.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-041,ALS,29523587,core,ALS-R-041-I01,proinflammatory cytokines,drug,f,,,,,medium,ALS-R-041-O01,biomarker result 1,biomarker,mixed,not_reported,,"RESULTS: MSCs isolated from patients with ALS have a higher differentiation potential into adipocytes, express elevated levels of mRNA for interleukin-6, but produce less hepatocyte growth factor than MSCs from HC.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-041,ALS,29523587,core,ALS-R-041-I01,proinflammatory cytokines,drug,f,,,,,medium,ALS-R-041-O02,molecular_cellular result 2,molecular_cellular,no_effect,not_significant,,"On the other hand, there were no significant differences between MSCs from patients with ALS and HC in the expression of phenotypic markers, growth properties, metabolic activity, osteogenic differentiation potential and immunoregulatory properties.",high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-041,ALS,29523587,core,ALS-R-041-I01,proinflammatory cytokines,drug,f,,,,,medium,ALS-R-041-O03,molecular_cellular result 3,molecular_cellular,not_reported,not_reported,,"CONCLUSIONS: The results suggest that, in spite of some differences in cytokine production, MSCs from patients with ALS can be useful as autologous cells in therapy of ALS.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-045,ALS,34207086,core,,,,,,,,,,ALS-R-045-O01,Activated microglial morphology,histopathology,increase,not_reported,,"Activated microglia with shorter, thicker processes were detected at symptom onset.",high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-047,ALS,32447552,core,,,,,,,,,,ALS-R-047-O01,molecular_cellular result 1,molecular_cellular,not_reported,not_reported,,The resulting protein alterations were visualized in a crystal structure model.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-047,ALS,32447552,core,,,,,,,,,,ALS-R-047-O02,molecular_cellular result 2,molecular_cellular,harmful,not_reported,,All detected SPG7 variants affect the AAA+ domain of the encoded mitochondrial metalloprotease paraplegin and impair its stability or function according to predictions from mRNA analysis or crystal structure modeling.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-047,ALS,32447552,core,,,,,,,,,,ALS-R-047-O03,molecular_cellular result 3,molecular_cellular,not_reported,not_reported,,"Collectively, our findings suggest that SPG7 acts as a genetic risk factor for ALS.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-048,ALS,30440578,core,,,,,,,,,,ALS-R-048-O01,clinical_motor result 1,clinical_motor,increase,not_reported,,Increased Theta Oscillations During Motor Imagery in a Subject with Late-stage ALS.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-048,ALS,30440578,core,,,,,,,,,,ALS-R-048-O02,clinical_motor result 2,clinical_motor,increase,not_reported,,Quantification shows that the theta oscillatory power increases during motor imagery tasks compared to idle tasks for both open-loop as well as closed-loop BCI tasks.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-053,ALS,33621087,core,,,,,,,,,,ALS-R-053-O01,cognition result 1,cognition,harmful,not_reported,,"For example, the TDP-43 protein associated with Amyotrophic Lateral Sclerosis has been found in the brain along with Aβ assemblies associated with Alzheimer's disease, and those patients that show the presence of TDP-43 are 10 times more likely to demonstrate cognitive impairment compared to TDP-43-negative Alzheimer's patients.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-053,ALS,33621087,core,,,,,,,,,,ALS-R-053-O02,molecular_cellular result 2,molecular_cellular,not_reported,not_reported,,"Utilizing ion mobility mass spectrometry in concert with atomic force microscopy and molecular dynamics simulations, we investigate which oligomers are involved in seeding aggregation across these two different protein systems and gain insight into which structures initiate and result from these interactions.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-053,ALS,33621087,core,,,,,,,,,,ALS-R-053-O03,molecular_cellular result 3,molecular_cellular,harmful,not_reported,,Our findings identify a strong catalytic effect of TDP-43307-319 WT monomer in the acceleration of Aβ25-35 aggregation to its toxic cylindrin and β barrel forms.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-054,ALS,30574410,core,,,,,,,,,,ALS-R-054-O01,survival result 1,survival,positive_association,not_reported,,Prognostic Nomogram Associated with Longer Survival in Amyotrophic Lateral Sclerosis Patients.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-054,ALS,30574410,core,,,,,,,,,,ALS-R-054-O02,survival result 2,survival,positive_association,not_reported,,We conducted a study to evaluate the predictive factors associated with longer survival and construct prognostic nomogram in ALS patients.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-054,ALS,30574410,core,,,,,,,,,,ALS-R-054-O03,survival result 3,survival,not_reported,not_reported,,"Risk factors for survival were identified using logistic regression analysis, and a nomogram created by R program was performed to predict the probability of longer survival in the training set; then receiver operating characteristic (ROC) analysis was applied to assess predictive value of the nomogram model.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-054,ALS,30574410,core,,,,,,,,,,ALS-R-054-O04,survival result 4,survival,not_reported,not_reported,,"Multivariate analyses revealed that age of onset, rate of disease progression, hemoglobin A1c (HbA1c) level, body mass index, creatinine, creatine kinase (CK), and non-invasive positive pressure ventilation (NIPPV) were independent predictors of longer survival.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-057,ALS,31042469,core,,,,,,,,,,ALS-R-057-O01,other result 1,other,positive_association,not_reported,,Loss of Nuclear TDP-43 Is Associated with Decondensation of LINE Retrotransposons.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-057,ALS,31042469,core,,,,,,,,,,ALS-R-057-O02,other result 2,other,positive_association,not_reported,,The molecular changes associated with the loss of nuclear TDP-43 in human tissues are not entirely known.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-057,ALS,31042469,core,,,,,,,,,,ALS-R-057-O03,molecular_cellular result 3,molecular_cellular,positive_association,not_reported,,"Nuclear TDP-43 loss is associated with gene expression changes that affect RNA processing, nucleocytoplasmic transport, histone processing, and DNA damage.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-057,ALS,31042469,core,,,,,,,,,,ALS-R-057-O04,other result 4,other,positive_association,not_reported,,Loss of nuclear TDP-43 is also associated with chromatin decondensation around long interspersed nuclear elements (LINEs) and increased LINE1 DNA content.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-059,ALS,30564616,core,,,,,,,,,,ALS-R-059-O01,biomarker result 1,biomarker,decrease,not_reported,,RESULTS: ASO treatment lowered hTau mRNA and protein production (measured by 13C6-leucine-labeled hTau protein) earlier than total hTau protein concentration in transgenic mouse cortex.,medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-059,ALS,30564616,core,,,,,,,,,,ALS-R-059-O02,biomarker result 2,biomarker,decrease,not_reported,,"In the CSF of hSOD1 transgenic rats, ASO treatment lowered newly generated hSOD1 protein driven by decreases in newly synthesized hSOD1 protein, not overall protein concentration, 30 days after treatment.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-059,ALS,30564616,core,,,,,,,,,,ALS-R-059-O03,molecular_cellular result 3,molecular_cellular,decrease,not_reported,,"At later time points, decreases in newly generated protein were still observed after mRNA lowering reached a steady state after ASO treatment.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-059,ALS,30564616,core,,,,,,,,,,ALS-R-059-O04,molecular_cellular result 4,molecular_cellular,decrease,not_reported,,"Early in ASO treatment, decreases in newly generated protein are driven by changes in newly synthesized protein.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-062,ALS,38050971,core,,,,,,,,,,ALS-R-062-O01,other result 1,other,decrease,significant,,"RESULTS: ALS + bulbar had significantly reduced VSA and F2 slope than ALS-nonbulbar (|d|=0.94 and |d|=1.04, respectively), bvFTD (|d|=0.89 and |d|=1.47), and HC (|d|=0.73 and |d|=0.99).",high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-062,ALS,38050971,core,,,,,,,,,,ALS-R-062-O02,imaging result 2,imaging,positive_association,not_significant,,"These reductions correlated with worse bulbar clinical scores (VSA: R = 0.33, p = 0.043; F2 slope: R = 0.38, p = 0.011), greater listener effort (VSA: R=-0.43, p = 0.041; F2 slope: p > 0.05), and cortical thinning in oral PMC (F2 slope: β = 0.0026, p = 0.017).",high
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-062,ALS,38050971,core,,,,,,,,,,ALS-R-062-O03,communication result 3,communication,harmful,not_reported,,"CONCLUSION: Automatic vowel measures are easily derived from a brief spontaneous speech sample, are sensitive to mild-moderate stage of bulbar disease in ALS-FTSD, and may present better sensitivity to bulbar impairment compared to traditional assessments such as speaking rate.",medium
ndro-mvp-v0.1.2-20260823,2026-08-23,ALS-R-063,ALS,41850140,core,ALS-R-063-I01,TDPL1,small_molecule_candidate,t,,,,,high,ALS-R-063-O01,other result 1,other,positive_association,not_reported,,In vitro affinity assays confirmed the computational predictions.,medium
